classname_modelid-view,classid,azimuth,elevation
lamp_a26a9f9ddb5f345fcb8d8c6d4df8143-02,03636649,92.8,-5.7
lamp_a26a9f9ddb5f345fcb8d8c6d4df8143-03,03636649,190.3,7.8
lamp_a26a9f9ddb5f345fcb8d8c6d4df8143-04,03636649,89.8,33.2
lamp_a26a9f9ddb5f345fcb8d8c6d4df8143-05,03636649,242.0,44.2
lamp_a26a9f9ddb5f345fcb8d8c6d4df8143-06,03636649,273.7,-14.6
lamp_a26a9f9ddb5f345fcb8d8c6d4df8143-07,03636649,117.7,45.9
lamp_a26a9f9ddb5f345fcb8d8c6d4df8143-08,03636649,218.7,26.2
lamp_a26a9f9ddb5f345fcb8d8c6d4df8143-09,03636649,5.7,-19.4
lamp_a29aa1d787d4d3252cd2160e449d45ae-00,03636649,249.7,5.5
lamp_a29aa1d787d4d3252cd2160e449d45ae-01,03636649,186.6,38.6
lamp_a29aa1d787d4d3252cd2160e449d45ae-02,03636649,215.1,-8.4
lamp_a29aa1d787d4d3252cd2160e449d45ae-03,03636649,335.4,-0.9
lamp_a29aa1d787d4d3252cd2160e449d45ae-04,03636649,125.3,-13.5
lamp_a29aa1d787d4d3252cd2160e449d45ae-05,03636649,135.6,-7.7
lamp_a29aa1d787d4d3252cd2160e449d45ae-06,03636649,32.4,-3.0
lamp_a29aa1d787d4d3252cd2160e449d45ae-07,03636649,139.0,-14.9
lamp_a29aa1d787d4d3252cd2160e449d45ae-08,03636649,141.0,43.2
lamp_a29aa1d787d4d3252cd2160e449d45ae-09,03636649,341.1,8.9
lamp_a2c9d00ed67862af2c528d33bca1ac2-00,03636649,333.0,40.3
lamp_a2c9d00ed67862af2c528d33bca1ac2-01,03636649,54.8,-18.5
lamp_a2c9d00ed67862af2c528d33bca1ac2-02,03636649,35.7,45.6
lamp_a2c9d00ed67862af2c528d33bca1ac2-03,03636649,34.4,8.7
lamp_a2c9d00ed67862af2c528d33bca1ac2-04,03636649,86.5,9.7
lamp_a2c9d00ed67862af2c528d33bca1ac2-05,03636649,118.4,33.0
lamp_a2c9d00ed67862af2c528d33bca1ac2-06,03636649,339.9,16.4
lamp_a2c9d00ed67862af2c528d33bca1ac2-07,03636649,113.4,34.0
lamp_a2c9d00ed67862af2c528d33bca1ac2-08,03636649,148.0,12.1
lamp_a2c9d00ed67862af2c528d33bca1ac2-09,03636649,69.9,34.8
lamp_a2f760540b18eac2dbde8847d3101230-00,03636649,15.4,14.0
lamp_a2f760540b18eac2dbde8847d3101230-01,03636649,253.0,-13.3
lamp_a2f760540b18eac2dbde8847d3101230-02,03636649,56.9,34.9
lamp_a2f760540b18eac2dbde8847d3101230-03,03636649,179.2,-2.8
lamp_a2f760540b18eac2dbde8847d3101230-04,03636649,251.8,19.2
lamp_a2f760540b18eac2dbde8847d3101230-05,03636649,266.7,-4.0
lamp_a2f760540b18eac2dbde8847d3101230-06,03636649,30.9,-17.3
lamp_a2f760540b18eac2dbde8847d3101230-07,03636649,104.1,-15.3
lamp_a2f760540b18eac2dbde8847d3101230-08,03636649,268.8,35.3
lamp_a2f760540b18eac2dbde8847d3101230-09,03636649,149.1,2.2
lamp_a2fb35f872225ab2f6cbdab9ae1f93de-00,03636649,271.7,18.3
lamp_a2fb35f872225ab2f6cbdab9ae1f93de-01,03636649,279.5,9.6
lamp_a2fb35f872225ab2f6cbdab9ae1f93de-02,03636649,69.3,49.0
lamp_a2fb35f872225ab2f6cbdab9ae1f93de-03,03636649,231.5,0.2
lamp_a2fb35f872225ab2f6cbdab9ae1f93de-04,03636649,13.3,-6.9
lamp_a2fb35f872225ab2f6cbdab9ae1f93de-05,03636649,161.4,-1.1
lamp_a2fb35f872225ab2f6cbdab9ae1f93de-06,03636649,77.2,15.2
lamp_a2fb35f872225ab2f6cbdab9ae1f93de-07,03636649,80.8,8.4
lamp_a2fb35f872225ab2f6cbdab9ae1f93de-08,03636649,84.9,25.9
lamp_a2fb35f872225ab2f6cbdab9ae1f93de-09,03636649,2.6,2.8
lamp_a2ff853cea4e3ff5bddb797cbb74c-00,03636649,298.6,21.5
lamp_a2ff853cea4e3ff5bddb797cbb74c-01,03636649,19.3,32.5
lamp_a2ff853cea4e3ff5bddb797cbb74c-02,03636649,306.9,-4.3
lamp_a2ff853cea4e3ff5bddb797cbb74c-03,03636649,65.9,14.1
lamp_a2ff853cea4e3ff5bddb797cbb74c-04,03636649,313.5,24.1
lamp_a2ff853cea4e3ff5bddb797cbb74c-05,03636649,293.0,-7.3
lamp_a2ff853cea4e3ff5bddb797cbb74c-06,03636649,221.3,16.4
lamp_a2ff853cea4e3ff5bddb797cbb74c-07,03636649,26.2,45.0
lamp_a2ff853cea4e3ff5bddb797cbb74c-08,03636649,124.9,38.1
lamp_a2ff853cea4e3ff5bddb797cbb74c-09,03636649,203.6,-16.4
lamp_a34db84654a9685f54386f3e4b944407-00,03636649,64.9,36.2
lamp_a34db84654a9685f54386f3e4b944407-01,03636649,144.2,24.0
lamp_a34db84654a9685f54386f3e4b944407-02,03636649,121.7,0.0
lamp_a34db84654a9685f54386f3e4b944407-03,03636649,215.9,3.2
lamp_a34db84654a9685f54386f3e4b944407-04,03636649,57.0,-0.9
lamp_a34db84654a9685f54386f3e4b944407-05,03636649,188.5,-4.0
lamp_a34db84654a9685f54386f3e4b944407-06,03636649,15.5,4.5
lamp_a34db84654a9685f54386f3e4b944407-07,03636649,24.6,-19.7
lamp_a34db84654a9685f54386f3e4b944407-08,03636649,199.5,-8.4
lamp_a34db84654a9685f54386f3e4b944407-09,03636649,155.5,-0.9
lamp_a37695d83a39adb52866fbd701f50f71-00,03636649,139.9,8.4
lamp_a37695d83a39adb52866fbd701f50f71-01,03636649,268.7,4.9
lamp_a37695d83a39adb52866fbd701f50f71-02,03636649,117.4,-5.2
lamp_a37695d83a39adb52866fbd701f50f71-03,03636649,276.6,21.3
lamp_a37695d83a39adb52866fbd701f50f71-04,03636649,16.5,18.8
lamp_a37695d83a39adb52866fbd701f50f71-05,03636649,112.0,-1.1
lamp_a37695d83a39adb52866fbd701f50f71-06,03636649,125.6,27.1
lamp_a37695d83a39adb52866fbd701f50f71-07,03636649,252.3,-9.0
lamp_a37695d83a39adb52866fbd701f50f71-08,03636649,171.0,47.7
lamp_a37695d83a39adb52866fbd701f50f71-09,03636649,18.1,6.3
lamp_a37f1bd2732ce11981d841466b314f95-00,03636649,69.5,-6.5
lamp_a37f1bd2732ce11981d841466b314f95-01,03636649,16.6,3.5
lamp_a37f1bd2732ce11981d841466b314f95-02,03636649,302.6,0.3
lamp_a37f1bd2732ce11981d841466b314f95-03,03636649,332.4,-14.7
lamp_a37f1bd2732ce11981d841466b314f95-04,03636649,52.4,39.7
lamp_a37f1bd2732ce11981d841466b314f95-05,03636649,102.7,3.8
lamp_a37f1bd2732ce11981d841466b314f95-06,03636649,7.6,-0.2
lamp_a37f1bd2732ce11981d841466b314f95-07,03636649,160.1,1.4
lamp_a37f1bd2732ce11981d841466b314f95-08,03636649,255.5,31.1
lamp_a37f1bd2732ce11981d841466b314f95-09,03636649,112.7,27.8
lamp_a3b93f34b7e36cc52460e48c67c108d4-00,03636649,109.4,1.8
lamp_a3b93f34b7e36cc52460e48c67c108d4-01,03636649,216.5,15.7
lamp_a3b93f34b7e36cc52460e48c67c108d4-02,03636649,176.9,-3.0
lamp_a3b93f34b7e36cc52460e48c67c108d4-03,03636649,314.3,19.7
lamp_a3b93f34b7e36cc52460e48c67c108d4-04,03636649,160.0,-10.5
lamp_a3b93f34b7e36cc52460e48c67c108d4-05,03636649,59.0,-17.4
lamp_a3b93f34b7e36cc52460e48c67c108d4-06,03636649,250.4,48.6
lamp_a3b93f34b7e36cc52460e48c67c108d4-07,03636649,345.9,-13.1
lamp_a3b93f34b7e36cc52460e48c67c108d4-08,03636649,225.4,37.6
lamp_a3b93f34b7e36cc52460e48c67c108d4-09,03636649,278.9,20.5
lamp_a3c4ce97b725fc2c5f57ce7e4ba40e2c-00,03636649,65.0,-4.1
lamp_a3c4ce97b725fc2c5f57ce7e4ba40e2c-01,03636649,298.8,43.6
lamp_a3c4ce97b725fc2c5f57ce7e4ba40e2c-02,03636649,97.9,14.1
lamp_a3c4ce97b725fc2c5f57ce7e4ba40e2c-03,03636649,41.1,38.0
lamp_a3c4ce97b725fc2c5f57ce7e4ba40e2c-04,03636649,359.1,-9.6
lamp_a3c4ce97b725fc2c5f57ce7e4ba40e2c-05,03636649,282.4,19.3
lamp_a3c4ce97b725fc2c5f57ce7e4ba40e2c-06,03636649,165.5,4.1
lamp_a3c4ce97b725fc2c5f57ce7e4ba40e2c-07,03636649,241.2,5.3
lamp_a3c4ce97b725fc2c5f57ce7e4ba40e2c-08,03636649,325.0,25.8
lamp_a3c4ce97b725fc2c5f57ce7e4ba40e2c-09,03636649,336.2,8.1
lamp_a3c6ef6078045515ea9f23f235ccc6-00,03636649,189.5,43.6
lamp_a3c6ef6078045515ea9f23f235ccc6-01,03636649,281.4,43.6
lamp_a3c6ef6078045515ea9f23f235ccc6-02,03636649,106.5,49.0
lamp_a3c6ef6078045515ea9f23f235ccc6-03,03636649,14.9,27.5
lamp_a3c6ef6078045515ea9f23f235ccc6-04,03636649,85.5,14.6
lamp_a3c6ef6078045515ea9f23f235ccc6-05,03636649,177.9,29.5
lamp_a3c6ef6078045515ea9f23f235ccc6-06,03636649,44.0,-8.6
lamp_a3c6ef6078045515ea9f23f235ccc6-07,03636649,135.9,26.8
lamp_a3c6ef6078045515ea9f23f235ccc6-08,03636649,219.6,46.3
lamp_a3c6ef6078045515ea9f23f235ccc6-09,03636649,235.3,3.7
lamp_a3ff2bc2ac65bf093aa7852a81a014bb-00,03636649,272.4,-2.5
lamp_a3ff2bc2ac65bf093aa7852a81a014bb-01,03636649,98.7,-17.1
lamp_a3ff2bc2ac65bf093aa7852a81a014bb-02,03636649,336.0,32.0
lamp_a3ff2bc2ac65bf093aa7852a81a014bb-03,03636649,113.1,1.1
lamp_a3ff2bc2ac65bf093aa7852a81a014bb-04,03636649,332.7,39.0
lamp_a3ff2bc2ac65bf093aa7852a81a014bb-05,03636649,352.8,31.5
lamp_a3ff2bc2ac65bf093aa7852a81a014bb-06,03636649,250.6,-5.2
lamp_a3ff2bc2ac65bf093aa7852a81a014bb-07,03636649,128.8,17.2
lamp_a3ff2bc2ac65bf093aa7852a81a014bb-08,03636649,170.9,-9.8
lamp_a3ff2bc2ac65bf093aa7852a81a014bb-09,03636649,214.6,8.0
lamp_a415a0bc88904b24ed56e40d2df47c3-00,03636649,191.7,-0.2
lamp_a415a0bc88904b24ed56e40d2df47c3-01,03636649,3.4,40.2
lamp_a415a0bc88904b24ed56e40d2df47c3-02,03636649,315.6,37.4
lamp_a415a0bc88904b24ed56e40d2df47c3-03,03636649,288.9,11.2
lamp_a415a0bc88904b24ed56e40d2df47c3-04,03636649,162.5,44.1
lamp_a415a0bc88904b24ed56e40d2df47c3-05,03636649,195.1,4.9
lamp_a415a0bc88904b24ed56e40d2df47c3-06,03636649,137.1,5.7
lamp_a415a0bc88904b24ed56e40d2df47c3-07,03636649,74.5,-10.5
lamp_a415a0bc88904b24ed56e40d2df47c3-08,03636649,250.9,37.3
lamp_a415a0bc88904b24ed56e40d2df47c3-09,03636649,281.9,36.9
lamp_a47a54ea870ac35396280c8d384f22e4-00,03636649,314.1,36.1
lamp_a47a54ea870ac35396280c8d384f22e4-01,03636649,357.0,41.5
lamp_a47a54ea870ac35396280c8d384f22e4-02,03636649,77.4,-3.2
lamp_a47a54ea870ac35396280c8d384f22e4-03,03636649,53.7,-20.0
lamp_a47a54ea870ac35396280c8d384f22e4-04,03636649,80.3,40.4
lamp_a47a54ea870ac35396280c8d384f22e4-05,03636649,6.9,42.8
lamp_a47a54ea870ac35396280c8d384f22e4-06,03636649,133.5,28.6
lamp_a47a54ea870ac35396280c8d384f22e4-07,03636649,97.3,-2.4
lamp_a47a54ea870ac35396280c8d384f22e4-08,03636649,7.4,27.5
lamp_a47a54ea870ac35396280c8d384f22e4-09,03636649,19.4,3.7
lamp_a48ee5668d042342eef5d83b671bb264-00,03636649,155.5,11.1
lamp_a48ee5668d042342eef5d83b671bb264-01,03636649,46.6,46.8
lamp_a48ee5668d042342eef5d83b671bb264-02,03636649,14.2,7.9
lamp_a48ee5668d042342eef5d83b671bb264-03,03636649,126.7,25.6
lamp_a48ee5668d042342eef5d83b671bb264-04,03636649,325.3,10.9
lamp_a48ee5668d042342eef5d83b671bb264-05,03636649,308.6,-16.0
lamp_a48ee5668d042342eef5d83b671bb264-06,03636649,356.1,14.0
lamp_a48ee5668d042342eef5d83b671bb264-07,03636649,129.7,13.1
lamp_a48ee5668d042342eef5d83b671bb264-08,03636649,91.1,-9.3
lamp_a48ee5668d042342eef5d83b671bb264-09,03636649,336.5,41.8
lamp_a4b3971680744f7f1742918a871fc8cf-00,03636649,34.6,-5.3
lamp_a4b3971680744f7f1742918a871fc8cf-01,03636649,244.7,-16.7
lamp_a4b3971680744f7f1742918a871fc8cf-02,03636649,125.7,20.6
lamp_a4b3971680744f7f1742918a871fc8cf-03,03636649,337.8,15.7
lamp_a4b3971680744f7f1742918a871fc8cf-04,03636649,185.3,29.0
lamp_a4b3971680744f7f1742918a871fc8cf-05,03636649,344.1,25.6
lamp_a4b3971680744f7f1742918a871fc8cf-06,03636649,157.4,2.0
lamp_a4b3971680744f7f1742918a871fc8cf-07,03636649,210.8,4.9
lamp_a4b3971680744f7f1742918a871fc8cf-08,03636649,30.0,8.9
lamp_a4b3971680744f7f1742918a871fc8cf-09,03636649,319.7,-5.3
lamp_a4c06cd5032733af543df75232f6ff2b-00,03636649,217.2,33.3
lamp_a4c06cd5032733af543df75232f6ff2b-01,03636649,290.9,49.8
lamp_a4c06cd5032733af543df75232f6ff2b-02,03636649,11.6,-17.0
lamp_a4c06cd5032733af543df75232f6ff2b-03,03636649,337.9,7.4
lamp_a4c06cd5032733af543df75232f6ff2b-04,03636649,260.6,40.7
lamp_a4c06cd5032733af543df75232f6ff2b-05,03636649,80.9,28.2
lamp_a4c06cd5032733af543df75232f6ff2b-06,03636649,330.7,16.5
lamp_a4c06cd5032733af543df75232f6ff2b-07,03636649,177.8,42.4
lamp_a4c06cd5032733af543df75232f6ff2b-08,03636649,227.5,35.6
lamp_a4c06cd5032733af543df75232f6ff2b-09,03636649,112.6,3.3
lamp_a4c0f3aed58f0e092fdae21c212bf119-00,03636649,47.8,37.9
lamp_a4c0f3aed58f0e092fdae21c212bf119-01,03636649,219.5,37.1
lamp_a4c0f3aed58f0e092fdae21c212bf119-02,03636649,324.2,10.3
lamp_a4c0f3aed58f0e092fdae21c212bf119-03,03636649,43.5,29.6
lamp_a4c0f3aed58f0e092fdae21c212bf119-04,03636649,300.5,7.1
lamp_a4c0f3aed58f0e092fdae21c212bf119-05,03636649,165.2,11.5
lamp_a4c0f3aed58f0e092fdae21c212bf119-06,03636649,95.4,11.3
lamp_a4c0f3aed58f0e092fdae21c212bf119-07,03636649,12.9,-16.0
lamp_a4c0f3aed58f0e092fdae21c212bf119-08,03636649,197.7,32.4
lamp_a4c0f3aed58f0e092fdae21c212bf119-09,03636649,55.1,3.7
lamp_a4c50a7adeb7d20b51014c684c004c28-00,03636649,27.5,41.0
lamp_a4c50a7adeb7d20b51014c684c004c28-01,03636649,62.4,-14.1
lamp_a4c50a7adeb7d20b51014c684c004c28-02,03636649,154.7,48.9
lamp_a4c50a7adeb7d20b51014c684c004c28-03,03636649,169.2,13.4
lamp_a4c50a7adeb7d20b51014c684c004c28-04,03636649,103.0,42.3
lamp_a4c50a7adeb7d20b51014c684c004c28-05,03636649,183.9,3.2
lamp_a4c50a7adeb7d20b51014c684c004c28-06,03636649,324.4,13.8
lamp_a4c50a7adeb7d20b51014c684c004c28-07,03636649,48.0,-0.7
lamp_a4c50a7adeb7d20b51014c684c004c28-08,03636649,298.6,33.9
lamp_a4c50a7adeb7d20b51014c684c004c28-09,03636649,1.9,35.7
lamp_a4e4446f8ba07f1730612f5c0ef21eb8-00,03636649,123.3,-2.2
lamp_a4e4446f8ba07f1730612f5c0ef21eb8-01,03636649,274.8,29.7
lamp_a4e4446f8ba07f1730612f5c0ef21eb8-02,03636649,288.1,-9.2
lamp_a4e4446f8ba07f1730612f5c0ef21eb8-03,03636649,294.6,21.5
lamp_a4e4446f8ba07f1730612f5c0ef21eb8-04,03636649,110.1,-0.6
lamp_a4e4446f8ba07f1730612f5c0ef21eb8-05,03636649,179.0,34.0
lamp_a4e4446f8ba07f1730612f5c0ef21eb8-06,03636649,6.5,-8.6
lamp_a4e4446f8ba07f1730612f5c0ef21eb8-07,03636649,113.2,-17.9
lamp_a4e4446f8ba07f1730612f5c0ef21eb8-08,03636649,113.7,19.4
lamp_a4e4446f8ba07f1730612f5c0ef21eb8-09,03636649,260.5,25.0
lamp_a4f257a3eb6c5c37f716a9f638b146ab-00,03636649,156.8,-14.0
lamp_a4f257a3eb6c5c37f716a9f638b146ab-01,03636649,154.6,34.3
lamp_a4f257a3eb6c5c37f716a9f638b146ab-02,03636649,195.5,-13.3
lamp_a4f257a3eb6c5c37f716a9f638b146ab-03,03636649,31.8,25.4
lamp_a4f257a3eb6c5c37f716a9f638b146ab-04,03636649,136.8,44.1
lamp_a4f257a3eb6c5c37f716a9f638b146ab-05,03636649,248.4,40.6
lamp_a4f257a3eb6c5c37f716a9f638b146ab-06,03636649,98.2,28.1
lamp_a4f257a3eb6c5c37f716a9f638b146ab-07,03636649,95.2,26.8
lamp_a4f257a3eb6c5c37f716a9f638b146ab-08,03636649,290.7,-1.4
lamp_a4f257a3eb6c5c37f716a9f638b146ab-09,03636649,215.0,10.3
lamp_a4f6213e0b627da55637847f2942f876-00,03636649,190.4,7.6
lamp_a4f6213e0b627da55637847f2942f876-01,03636649,14.2,-14.6
lamp_a4f6213e0b627da55637847f2942f876-02,03636649,349.7,-11.1
lamp_a4f6213e0b627da55637847f2942f876-03,03636649,86.0,-18.6
lamp_a4f6213e0b627da55637847f2942f876-04,03636649,72.7,43.6
lamp_a4f6213e0b627da55637847f2942f876-05,03636649,270.3,40.2
lamp_a4f6213e0b627da55637847f2942f876-06,03636649,273.5,3.2
lamp_a4f6213e0b627da55637847f2942f876-07,03636649,41.7,10.1
lamp_a4f6213e0b627da55637847f2942f876-08,03636649,183.0,28.8
lamp_a4f6213e0b627da55637847f2942f876-09,03636649,128.7,-11.7
lamp_a500dac5ab226476b9445129e5607c02-00,03636649,174.9,8.1
lamp_a500dac5ab226476b9445129e5607c02-01,03636649,233.0,1.9
lamp_a500dac5ab226476b9445129e5607c02-02,03636649,294.0,-19.8
lamp_a500dac5ab226476b9445129e5607c02-03,03636649,35.0,-12.0
lamp_a500dac5ab226476b9445129e5607c02-04,03636649,346.6,14.2
lamp_a500dac5ab226476b9445129e5607c02-05,03636649,209.3,41.1
lamp_a500dac5ab226476b9445129e5607c02-06,03636649,334.2,2.0
lamp_a500dac5ab226476b9445129e5607c02-07,03636649,143.1,23.9
lamp_a500dac5ab226476b9445129e5607c02-08,03636649,70.4,28.7
lamp_a500dac5ab226476b9445129e5607c02-09,03636649,303.8,37.5
lamp_a51f72154f09a2f926d49ab26d3c4ce6-00,03636649,126.1,6.0
lamp_a51f72154f09a2f926d49ab26d3c4ce6-01,03636649,253.9,20.0
lamp_a51f72154f09a2f926d49ab26d3c4ce6-02,03636649,132.7,-10.8
lamp_a51f72154f09a2f926d49ab26d3c4ce6-03,03636649,105.8,1.0
lamp_a51f72154f09a2f926d49ab26d3c4ce6-04,03636649,180.4,8.3
lamp_a51f72154f09a2f926d49ab26d3c4ce6-05,03636649,100.1,38.0
lamp_a51f72154f09a2f926d49ab26d3c4ce6-06,03636649,194.9,-8.3
lamp_a51f72154f09a2f926d49ab26d3c4ce6-07,03636649,103.7,11.0
lamp_a51f72154f09a2f926d49ab26d3c4ce6-08,03636649,303.3,6.6
lamp_a51f72154f09a2f926d49ab26d3c4ce6-09,03636649,183.8,33.3
lamp_a524e5a1d81df32b68b4a15ea963e059-00,03636649,182.8,38.4
lamp_a524e5a1d81df32b68b4a15ea963e059-01,03636649,247.8,41.1
lamp_a524e5a1d81df32b68b4a15ea963e059-02,03636649,162.2,-3.7
lamp_a524e5a1d81df32b68b4a15ea963e059-03,03636649,189.4,43.7
lamp_a524e5a1d81df32b68b4a15ea963e059-04,03636649,147.9,6.6
lamp_a524e5a1d81df32b68b4a15ea963e059-05,03636649,151.5,47.9
lamp_a524e5a1d81df32b68b4a15ea963e059-06,03636649,175.5,30.3
lamp_a524e5a1d81df32b68b4a15ea963e059-07,03636649,268.8,-15.6
lamp_a524e5a1d81df32b68b4a15ea963e059-08,03636649,205.5,27.8
lamp_a524e5a1d81df32b68b4a15ea963e059-09,03636649,306.6,-18.7
lamp_a53112591be182b9d93768e7b9b1eabf-00,03636649,254.1,16.3
lamp_a53112591be182b9d93768e7b9b1eabf-01,03636649,295.7,28.0
lamp_a53112591be182b9d93768e7b9b1eabf-02,03636649,160.0,38.5
lamp_a53112591be182b9d93768e7b9b1eabf-03,03636649,95.8,45.2
lamp_a53112591be182b9d93768e7b9b1eabf-04,03636649,315.0,35.1
lamp_a53112591be182b9d93768e7b9b1eabf-05,03636649,166.5,41.1
lamp_a53112591be182b9d93768e7b9b1eabf-06,03636649,24.3,36.1
lamp_a53112591be182b9d93768e7b9b1eabf-07,03636649,359.8,5.0
lamp_a53112591be182b9d93768e7b9b1eabf-08,03636649,114.7,0.8
lamp_a53112591be182b9d93768e7b9b1eabf-09,03636649,175.1,19.9
lamp_a5423069e30181a019655a581ade300e-00,03636649,170.7,-14.7
lamp_a5423069e30181a019655a581ade300e-01,03636649,33.3,19.0
lamp_a5423069e30181a019655a581ade300e-02,03636649,325.6,20.9
lamp_a5423069e30181a019655a581ade300e-03,03636649,171.7,3.9
lamp_a5423069e30181a019655a581ade300e-04,03636649,130.7,41.9
lamp_a5423069e30181a019655a581ade300e-05,03636649,340.7,4.2
lamp_a5423069e30181a019655a581ade300e-06,03636649,8.1,23.0
lamp_a5423069e30181a019655a581ade300e-07,03636649,156.5,-19.7
lamp_a5423069e30181a019655a581ade300e-08,03636649,106.6,-2.0
lamp_a5423069e30181a019655a581ade300e-09,03636649,315.2,-0.0
lamp_a54ea55a07b96a237b2bb75885cfc44-00,03636649,105.7,34.6
lamp_a54ea55a07b96a237b2bb75885cfc44-01,03636649,117.5,3.5
lamp_a54ea55a07b96a237b2bb75885cfc44-02,03636649,326.8,0.5
lamp_a54ea55a07b96a237b2bb75885cfc44-03,03636649,308.9,47.9
lamp_a54ea55a07b96a237b2bb75885cfc44-04,03636649,244.1,25.0
lamp_a54ea55a07b96a237b2bb75885cfc44-05,03636649,156.3,29.8
lamp_a54ea55a07b96a237b2bb75885cfc44-06,03636649,94.6,30.9
lamp_a54ea55a07b96a237b2bb75885cfc44-07,03636649,108.2,-12.1
lamp_a54ea55a07b96a237b2bb75885cfc44-08,03636649,172.1,17.9
lamp_a54ea55a07b96a237b2bb75885cfc44-09,03636649,7.7,4.7
lamp_a56224d991c3eedf77d8f08447bad584-00,03636649,35.0,38.1
lamp_a56224d991c3eedf77d8f08447bad584-01,03636649,194.0,48.3
lamp_a56224d991c3eedf77d8f08447bad584-02,03636649,5.4,20.4
lamp_a56224d991c3eedf77d8f08447bad584-03,03636649,232.9,3.2
lamp_a56224d991c3eedf77d8f08447bad584-04,03636649,311.8,-12.4
lamp_a56224d991c3eedf77d8f08447bad584-05,03636649,173.3,24.9
lamp_a56224d991c3eedf77d8f08447bad584-06,03636649,298.9,-13.1
lamp_a56224d991c3eedf77d8f08447bad584-07,03636649,57.8,18.1
lamp_a56224d991c3eedf77d8f08447bad584-08,03636649,182.1,2.6
lamp_a56224d991c3eedf77d8f08447bad584-09,03636649,28.0,-13.6
lamp_a58ef2d9168f9b44de195732ce36834c-00,03636649,210.1,-4.4
lamp_a58ef2d9168f9b44de195732ce36834c-01,03636649,164.1,37.4
lamp_a58ef2d9168f9b44de195732ce36834c-02,03636649,40.0,44.2
lamp_a58ef2d9168f9b44de195732ce36834c-03,03636649,173.3,13.9
lamp_a58ef2d9168f9b44de195732ce36834c-04,03636649,247.1,-11.7
lamp_a58ef2d9168f9b44de195732ce36834c-05,03636649,283.9,6.5
lamp_a58ef2d9168f9b44de195732ce36834c-06,03636649,307.9,31.5
lamp_a58ef2d9168f9b44de195732ce36834c-07,03636649,110.2,17.1
lamp_a58ef2d9168f9b44de195732ce36834c-08,03636649,45.1,26.9
lamp_a58ef2d9168f9b44de195732ce36834c-09,03636649,32.8,-5.4
lamp_a5a31ea56d8fbe0a72ad95ccf7316565-00,03636649,220.4,14.2
lamp_a5a31ea56d8fbe0a72ad95ccf7316565-01,03636649,265.8,-19.5
lamp_a5a31ea56d8fbe0a72ad95ccf7316565-02,03636649,68.8,19.4
lamp_a5a31ea56d8fbe0a72ad95ccf7316565-03,03636649,168.7,28.7
lamp_a5a31ea56d8fbe0a72ad95ccf7316565-04,03636649,277.6,10.1
lamp_a5a31ea56d8fbe0a72ad95ccf7316565-05,03636649,304.1,45.7
lamp_a5a31ea56d8fbe0a72ad95ccf7316565-06,03636649,5.8,-1.6
lamp_a5a31ea56d8fbe0a72ad95ccf7316565-07,03636649,174.7,41.4
lamp_a5a31ea56d8fbe0a72ad95ccf7316565-08,03636649,307.7,19.4
lamp_a5a31ea56d8fbe0a72ad95ccf7316565-09,03636649,344.3,29.3
lamp_a5b394e2c98f6233636c7e486232cac1-00,03636649,51.1,-13.7
lamp_a5b394e2c98f6233636c7e486232cac1-01,03636649,301.5,4.3
lamp_a5b394e2c98f6233636c7e486232cac1-02,03636649,274.3,-6.1
lamp_a5b394e2c98f6233636c7e486232cac1-03,03636649,124.7,16.8
lamp_a5b394e2c98f6233636c7e486232cac1-04,03636649,330.2,-16.9
lamp_a5b394e2c98f6233636c7e486232cac1-05,03636649,136.8,38.5
lamp_a5b394e2c98f6233636c7e486232cac1-06,03636649,19.4,0.3
lamp_a5b394e2c98f6233636c7e486232cac1-07,03636649,14.8,14.3
lamp_a5b394e2c98f6233636c7e486232cac1-08,03636649,254.2,5.8
lamp_a5b394e2c98f6233636c7e486232cac1-09,03636649,46.6,37.3
lamp_a5b8eda3cc13acfbbc8967b0321bd9d2-00,03636649,115.6,-17.2
lamp_a5b8eda3cc13acfbbc8967b0321bd9d2-01,03636649,138.7,-14.2
lamp_a5b8eda3cc13acfbbc8967b0321bd9d2-02,03636649,148.6,43.9
lamp_a5b8eda3cc13acfbbc8967b0321bd9d2-03,03636649,280.5,7.9
lamp_a5b8eda3cc13acfbbc8967b0321bd9d2-04,03636649,2.9,-0.7
lamp_a5b8eda3cc13acfbbc8967b0321bd9d2-05,03636649,164.5,26.0
lamp_a5b8eda3cc13acfbbc8967b0321bd9d2-06,03636649,339.2,-8.7
lamp_a5b8eda3cc13acfbbc8967b0321bd9d2-07,03636649,342.9,9.3
lamp_a5b8eda3cc13acfbbc8967b0321bd9d2-08,03636649,144.6,31.8
lamp_a5b8eda3cc13acfbbc8967b0321bd9d2-09,03636649,247.7,13.5
lamp_a5bfb9a3571e7e86e59f529cd1b6faa8-00,03636649,199.9,-19.4
lamp_a5bfb9a3571e7e86e59f529cd1b6faa8-01,03636649,197.5,-9.9
lamp_a5bfb9a3571e7e86e59f529cd1b6faa8-02,03636649,61.8,38.6
lamp_a5bfb9a3571e7e86e59f529cd1b6faa8-03,03636649,286.2,-10.3
lamp_a5bfb9a3571e7e86e59f529cd1b6faa8-04,03636649,251.3,46.9
lamp_a5bfb9a3571e7e86e59f529cd1b6faa8-05,03636649,273.3,-7.5
lamp_a5bfb9a3571e7e86e59f529cd1b6faa8-06,03636649,58.4,29.7
